IMDb_ID,Year,Title,Genres,Production Companies,Director,Cast,Budget,Revenue,Rating
tt0046896,1954,Deep in My Heart,"['Comedy', 'Drama', 'Music']",['Metro-Goldwyn-Mayer'],Stanley Donen,"['José Ferrer', 'Merle Oberon', 'Helen Traubel', 'Doe Avedon', 'Walter Pidgeon', 'Paul Henreid', 'Tamara Toumanova', 'Paul Stewart', 'Isobel Elsom', 'David Burns', 'Jim Backus', 'Rosemary Clooney', 'Gene Kelly', 'Fred Kelly', 'Jane Powell', 'Vic Damone', 'Ann Miller', 'William Olvis', 'Cyd Charisse', 'James Mitchell', 'Howard Keel', 'Tony Martin', 'Joan Weldon', 'John Alvin', 'Gertrude Astor', 'Douglas Fowley', 'John George', 'Mary Alan Hokanson', 'Mitchell Kowall', 'Susan Luckey', 'Maudie Prickett', 'Ludwig Stössel', 'Russ Tamblyn', 'Jean Vander Pyl', 'Gordon Wynn']",2504000,3978000,6.9
tt0047494,1954,The Silver Chalice,"['Drama', 'Romance', 'History']","['Victor Saville Productions', 'Warner Bros. Pictures']",Victor Saville,"['Virginia Mayo', 'Pier Angeli', 'Jack Palance', 'Paul Newman', 'Walter Hampden', 'Joseph Wiseman', 'Alexander Scourby', 'Lorne Greene', 'David J. Stewart', 'Herbert Rudley', 'Jacques Aubuchon', 'E.G. Marshall', 'Michael Pate', 'Natalie Wood', 'Peter Raynolds', 'Mort Marshall', 'Booth Colman', 'Terence de Marney', 'Robert Middleton', 'Ian Wolfe', 'Lawrence Dobkin', 'Philip Tonge', 'Albert Dekker', 'Beryl Machin', 'Donald Randolph', 'Shirley Patterson', 'Woody Strode', 'John George', 'Strother Martin', 'Paul Richards', 'Mel Welles', 'Tony Russel', 'Leonard Mudie', 'Fred Kelsey', 'David Hoffman', 'Paul Dubov', 'Anthony Eustrel', 'George Ford', ""Noble 'Kid' Chissell"", 'Peter Brocco', 'Paul Brinegar', 'Hy Anzell', 'Baynes Barron', 'Al Bain', 'George Bruggeman', 'James Dime', 'Leonard Penn', 'Thayer Roberts', 'Cosmo Sardo', 'Amzie Strickland']",4500000,3200000,4.7
tt0046912,1954,Dial M for Murder,"['Crime', 'Thriller']",['Warner Bros. Pictures'],Alfred Hitchcock,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt', 'Patrick Allen', 'George Leigh', 'George Alderson', 'Robin Hughes', 'Jack Cunningham', 'Guy Doleman', 'Bess Flowers', 'Sam Harris', 'Harold Miller', 'Martin Milner', 'Forbes Murray', 'Thayer Roberts', ""William H. O'Brien"", 'Alfred Hitchcock']",1400000,3000000,8.025
tt0046982,1954,Flame and the Flesh,['Drama'],['Metro-Goldwyn-Mayer'],Richard Brooks,"['Lana Turner', 'Pier Angeli', 'Carlos Thompson', 'Bonar Colleano', 'Rosalie Crutchley', 'Peter Illing', 'Eric Pohlmann']",1275000,2294000,10.0
tt0047034,1954,Godzilla,"['Thriller', 'Horror', 'Science Fiction']","['TOHO', 'Toho Film (Eiga) Co. Ltd.']",Ishirō Honda,"['Akira Takarada', 'Momoko Kôchi', 'Akihiko Hirata', 'Takashi Shimura', 'Fuyuki Murakami', 'Sachio Sakai', 'Ren Yamamoto', 'Toyoaki Suzuki', 'Toranosuke Ogawa', 'Hiroshi Hayashi', 'Seijirô Onda', 'Kin Sugai', 'Haruo Nakajima', 'Tsuruko Mano', 'Kokuten Kōdō', 'Tadashi Okabe', 'Jirô Mitsuaki', 'Ren Imaizumi', 'Sôkichi Maki', 'Kenji Sahara', 'Yasuhisa Tsutsumi', 'Takeo Oikawa', 'Junpei Natsuki', 'Katsumi Tezuka', 'Saburô Iketani', 'Shizuko Azuma', 'Shizuko Higashi', 'Kiyoshi Kamata', 'Keiji Sakakida', 'Tamae Sengo']",900000,2250000,7.6
tt0047050,1954,Green Fire,"['Adventure', 'Drama']",['Metro-Goldwyn-Mayer'],Andrew Marton,"['Stewart Granger', 'Grace Kelly', 'Paul Douglas', 'John Ericson', 'Murvyn Vye', 'José Torvay', 'Robert Tafur', 'Charlita', 'Joe Dominguez', 'Nacho Galindo', 'Natividad Vacío', 'Rico Alaniz', 'Paul Marion', 'Martín Garralaga', 'Rodolfo Hoyos Jr.', 'Lillian Molieri', 'Alberto Morin', 'Charles Stevens']",1768000,1829000,6.8
tt0047642,1954,The Vanishing Prairie,['Documentary'],['Walt Disney Productions'],James Algar,['Winston Hibler'],0,1750000,7.2
tt0047413,1954,Riding Shotgun,['Western'],['Warner Bros. Pictures'],André de Toth,"['Randolph Scott', 'Wayne Morris', 'Joan Weldon', 'Joe Sawyer', 'James Millican', 'Charles Bronson', 'James Bell', 'Fritz Feld', 'Richard Garrick', 'Vic Perrin', 'John Baer', 'William Johnstone', 'Kem Dibbs']",0,1400000,5.9
tt0046757,1954,Beachhead,['War'],"['Aubrey Schenck Productions', 'United Artists']",Stuart Heisler,"['Tony Curtis', 'Frank Lovejoy', 'Mary Murphy', 'Eduard Franz', 'Skip Homeier', 'John Doucette', 'Alan Wells']",450000,1400000,5.5
tt0047400,1954,Red Garters,['Western'],['Paramount'],George Marshall,"['Rosemary Clooney', 'Jack Carson', 'Guy Mitchell', 'Pat Crowley', 'Gene Barry', 'Cass Daley', 'Frank Faylen', 'Reginald Owen', 'Buddy Ebsen', 'Richard Hale', 'Joanne Gilbert', 'Sylvia Lewis']",0,1300000,5.4
tt0046876,1954,Creature from the Black Lagoon,"['Adventure', 'Horror', 'Science Fiction']",['Universal International Pictures'],Jack Arnold,"['Richard Carlson', 'Julie Adams', 'Richard Denning', 'Antonio Moreno', 'Nestor Paiva', 'Whit Bissell', 'Bernie Gozier', 'Henry A. Escalante', 'Ricou Browning', 'Ben Chapman', 'Art Gilmore', 'Perry Lopez', 'Sydney Mason', 'Rodd Redwing', 'James Miller']",0,1300000,6.9
tt0048280,1955,Lady and the Tramp,"['Family', 'Animation', 'Romance']",['Walt Disney Productions'],Clyde Geronimi,"['Barbara Luddy', 'Larry Roberts', 'Peggy Lee', 'Bill Thompson', 'Bill Baucom', 'Stan Freberg', 'Verna Felton', 'Alan Reed', 'George Givot', 'Dal McKennon', 'Lee Millar', 'Thurl Ravenscroft']",4000000,36359037,7.107
tt0048605,1955,The Seven Year Itch,"['Comedy', 'Romance']","['Charles K. Feldman Group', '20th Century Fox']",Billy Wilder,"['Marilyn Monroe', 'Tom Ewell', 'Evelyn Keyes', 'Sonny Tufts', 'Robert Strauss', 'Oskar Homolka', 'Marguerite Chapman', 'Victor Moore', 'Donald MacBride', 'Carolyn Jones', 'Dolores Rosedale', 'Kathleen Freeman', 'Doro Merande', 'Ron Nyman', 'Tom Nolan', 'Ralph Littlefield', 'Dorothy Ford', ""William H. O'Brien"", 'Steven Benson']",1800000,12000000,7.1
tt0048728,1955,To Catch a Thief,"['Crime', 'Thriller', 'Mystery', 'Romance', 'Comedy']",['Paramount'],Alfred Hitchcock,"['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis', 'John Williams', 'Charles Vanel', 'Brigitte Auber', 'Jean Martinelli', 'Georgette Anys', 'René Blancard', ""William 'Wee Willie' Davis"", 'Bess Flowers', 'Bernard Sell', 'Charles Sherlock', 'Philip Van Zandt', 'Alfred Hitchcock', 'Roland Lesaffre', 'George Boyce', 'John Alderson', 'Louis Mercier', 'Alberto Morin', 'Manuel París']",2500000,8750000,7.337
tt0048750,1955,The Trouble with Harry,"['Comedy', 'Mystery', 'Thriller']","['Alfred J. Hitchcock Productions', 'Paramount']",Alfred Hitchcock,"['John Forsythe', 'Shirley MacLaine', 'Edmund Gwenn', 'Mildred Natwick', 'Mildred Dunnock', 'Jerry Mathers', 'Royal Dano', 'Parker Fennelly', 'Barry Macollum', 'Dwight Marfield', 'Leslie Woolf', 'Philip Truex', 'Ernest Curt Bach', 'Alfred Hitchcock']",1200000,7000000,7.024
tt0048140,1955,Guys and Dolls,"['Comedy', 'Crime', 'Romance']",['Samuel Goldwyn Productions'],Joseph L. Mankiewicz,"['Marlon Brando', 'Jean Simmons', 'Frank Sinatra', 'Vivian Blaine', 'Robert Keith', 'Stubby Kaye', 'B.S. Pully', 'Johnny Silver', 'Sheldon Leonard', 'Danny Dayton', 'George E. Stone', 'Regis Toomey', 'Kathryn Givney', 'Veda Ann Borg', 'Mary Alan Hokanson', 'Joe McTurk', 'Kay E. Kuter', 'Stapleton Kent', 'Renee Renor', 'Virginia Aldridge', 'Lynette Bernay', 'George Boyce', 'Barbara Brent', 'Jimmy Brooks', 'Steve Carruthers', 'Beth Carter', 'Gordon Carveth', 'Jack Chefe', ""Noble 'Kid' Chissell"", 'Fred Curt', 'Russell Custer', 'Jann Darlyn', 'Madelyn Darrow', 'Sayre Dearing', 'Larry Duran', 'Billy Engle', 'Joe Evans', 'Franklyn Farnum', 'Adolph Faylauer', 'Bess Flowers', 'Charles Fogel', 'Rubén de Fuentes', 'Tony Galento', 'Rudy Germane', 'Ricky Gonzales', 'Joe Gray', 'Robert Haines', 'Stuart Hall', 'Betty Jean Hansen', 'Sam Harris', 'Earle Hodgins', 'John Indrisano', 'Donald Kerr', 'June Kirby', 'Carey Leverette', 'Maurice Marks', 'Thomas Martin', 'Matt Mattox', 'Bert May', 'Harold Miller', 'Charles Morton', 'Matt Murphy', 'Jerry Orbach', 'Troy Patterson', 'Jack Perry', 'Foster H. Phinney', 'Joe Ploski', 'Frank Radcliffe', 'Paul Rees', 'Frank Richards', 'Julian Rivero', 'Edwin Rochelle', 'Tony Rosa', 'John Roy', 'Jeffrey Sayre', 'Bernard Sell', 'Pat Sheehan', 'Leslie Sketchley', 'Buddy Spencer', 'Norman Stevans', 'Brick Sullivan', 'Larri Thomas', 'Al Thompson', 'Harry Tyler', 'Sandra Warner', 'Sonia Werner', 'Harry Wilson']",5500000,6874673,6.6
tt0048593,1955,The Sea Chase,"['War', 'Drama']",['Warner Bros. Pictures'],John Farrow,"['John Wayne', 'Lana Turner', 'David Farrar', 'James Arness', 'Tab Hunter', 'Lyle Bettger', 'Paul Fix', 'Claude Akins', 'John Qualen', 'Alan Hale Jr.', 'Richard Davalos', 'Lowell Gilmore', 'Luis van Rooten', 'Wilton Graff', 'Peter Whitney', 'John Doucette', 'Alan Lee', 'Richard Lupino']",0,6000000,6.2
tt0048691,1955,The Tall Men,"['Western', 'Adventure', 'Romance']",['20th Century Fox'],Raoul Walsh,"['Clark Gable', 'Jane Russell', 'Robert Ryan', 'Cameron Mitchell', 'Juan García', 'Harry Shannon', 'Emile Meyer', 'Steve Darrell', 'Robert Adler', 'Frank Baker', 'Rudy Bowman', 'Chet Brandenburg', 'Argentina Brunetti', 'Bob Burns', 'Harry Carter', 'Gabrille Del Valle', 'Tom Fadden', 'Gilda Fontana', 'Gertrude Graner', 'Carl Harbaugh', 'Tex Holden', 'George Huggins', 'Dick Johnstone', 'Doris Kemper', 'Ann Kunde', 'Frank Leyva', 'Mae Marsh', 'Jack Mather', 'Post Park', 'Ford Raymond', 'Chuck Roberson', 'Russell Simpson', 'J. Lewis Smith', 'Tom Smith', 'Cap Somers', 'Dan White', 'Will Wright', 'Meyito Pulito']",3115000,5000000,6.4
tt0048545,1955,Rebel Without a Cause,['Drama'],['Warner Bros. Pictures'],Nicholas Ray,"['James Dean', 'Natalie Wood', 'Sal Mineo', 'Jim Backus', 'Ann Doran', 'Corey Allen', 'William Hopper', 'Rochelle Hudson', 'Dennis Hopper', 'Edward Platt', 'Steffi Sidney', 'Marietta Canty', 'Virginia Brissac', 'Beverly Long', 'Ian Wolfe', 'Frank Mazzola', 'Robert Foulk', 'Jack Simmons', 'Tom Bernard', 'Nick Adams', 'Jack Grinnage', 'Clifford Morris', 'Almira Sessions', 'Paul Birch', 'Dorothy Abbott', 'Jimmy Baird', 'Paul Bryar', 'John Close', 'Chuck Hamilton', 'Chuck Hicks', 'Nelson Leigh', 'David McMahon', 'Edward McNally', 'Peter Miller', 'House Peters Jr.', 'Nicholas Ray', 'Gus Schilling', 'Bert Stevens', 'Dick Wessel', 'Robert B. Williams', 'Ralph Moratz', 'Skipper Huerta']",1500000,4500000,7.563
tt0048347,1955,The Man with the Golden Arm,['Drama'],"['Otto Preminger Films', 'United Artists']",Otto Preminger,"['Frank Sinatra', 'Eleanor Parker', 'Kim Novak', 'Arnold Stang', 'Darren McGavin', 'Robert Strauss', 'John Conte', 'Doro Merande', 'George E. Stone', 'George Mathews', 'Leonid Kinskey', 'Emile Meyer', 'Shorty Rogers', 'Shelly Manne', 'Herschel Graham', 'Frank Mills', ""Harry 'Snub' Pollard"", 'Jeffrey Sayre']",1000000,4350000,7.2
tt0048291,1955,The Left Hand of God,"['Adventure', 'Drama', 'Western']",['20th Century Fox'],Edward Dmytryk,"['Humphrey Bogart', 'Gene Tierney', 'Lee J. Cobb', 'Agnes Moorehead', 'E.G. Marshall', 'Jean Porter', 'Carl Benton Reid', 'Victor Sen Yung', 'Philip Ahn', 'Benson Fong', 'Robert Burton', 'Walter Soo Hoo']",1785000,4000000,6.2
tt0047849,1955,Bad Day at Black Rock,"['Thriller', 'Drama', 'Crime']","[""Loew's Incorporated"", 'Metro-Goldwyn-Mayer']",John Sturges,"['Spencer Tracy', 'Robert Ryan', 'Anne Francis', 'Dean Jagger', 'Walter Brennan', 'John Ericson', 'Ernest Borgnine', 'Lee Marvin', 'Russell Collins', 'Walter Sande', 'Billy Dix', 'K.L. Smith', 'Robert Griffin', 'Harry Harvey', 'Bobby Johnson', 'Francis McDonald']",1271000,3788000,7.3
tt0048356,1955,Marty,"['Drama', 'Romance']","['United Artists', 'Hecht-Lancaster Productions']",Delbert Mann,"['Ernest Borgnine', 'Betsy Blair', 'Esther Minciotti', 'Augusta Ciolli', 'Joe Mantell', 'Karen Steele', 'Jerry Paris', 'James Bell', 'John Beradino', 'Charles Cane', 'Paddy Chayefsky', 'John Dennis', 'Walter Kelley', 'Doris Kemper', 'John Milford', 'Silvio Minciotti', 'Robin Morse', 'Kathleen Mulqueen', 'George Nardelli', 'Jerry Orbach', 'Edwin Rochelle', 'Glenn Strange', 'Frank Sutton', 'Hal Taggart', 'Minerva Urecal', 'Waclaw Rekwart', 'Arthur Tovey', 'Alan Wells']",343000,3000000,7.5
tt0048801,1955,We're No Angels,"['Comedy', 'Crime', 'Romance']",['Paramount'],Michael Curtiz,"['Humphrey Bogart', 'Aldo Ray', 'Peter Ustinov', 'Joan Bennett', 'Basil Rathbone', 'Leo G. Carroll', 'John Baer', 'Gloria Talbott', 'Lea Penman', 'John Smith', 'George Dee', 'John George', 'Jack Kenny', 'Torben Meyer', 'Paul Newlan', 'Joe Ploski']",0,3000000,7.2
tt0047985,1955,The Desperate Hours,"['Crime', 'Drama', 'Thriller']",['Paramount'],William Wyler,"['Humphrey Bogart', 'Fredric March', 'Arthur Kennedy', 'Martha Scott', 'Dewey Martin', 'Gig Young', 'Mary Murphy', 'Richard Eyer', 'Robert Middleton', 'Bert Freed', 'Ray Collins', 'Whit Bissell', 'Ray Teal', 'Walter Baldwin', 'Edmund Cobb', 'Ann Doran', 'Beverly Garland', 'Helen Kleeb', 'Ralph Dumke', 'Pat Flaherty', 'Ric Roman', 'Burt Mustin', 'Louis Lettieri', 'Paul E. Burns', 'John Benson', 'Joe Flynn', 'Donald Kerr', ""James O'Hara"", 'Alan Reed', 'Don Haggerty', 'Michael Moore', 'Fred S. Fosler', 'Paul Salata', 'Mike Mahoney', 'Simon Oakland', 'Joel D. Smith']",2300000,2500000,7.0
tt0048216,1955,It's Always Fair Weather,"['Comedy', 'Music', 'Romance']",['Metro-Goldwyn-Mayer'],Gene Kelly,"['Gene Kelly', 'Dan Dailey', 'Cyd Charisse', 'Dolores Gray', 'Michael Kidd', 'David Burns', 'Jay C. Flippen', 'Paul Maxey', 'Almira Sessions', 'Madge Blake', 'Hal March', 'Herb Vigran', 'Lou Lubin', 'Leoda Richards', 'Peter Leeds', 'Frank Nelson', 'June Foray', 'Colin Kenny', 'Forbes Murray', ""William H. O'Brien"", 'Cosmo Sardo', 'Jeffrey Sayre']",2771000,2374000,7.3
tt0048673,1955,Summertime,"['Drama', 'Romance', 'Comedy']","['London Films Productions', 'United Artists']",David Lean,"['Katharine Hepburn', 'Rossano Brazzi', 'Isa Miranda', 'Darren McGavin', 'Mari Aldon', 'Jane Rose', 'MacDonald Parke', 'Jeremy Spenser', 'Gaetano Autiero', 'Virginia Simeon', 'André Morell', 'Tanya Lopert']",1100000,2000000,6.9
tt0048127,1955,Godzilla Raids Again,"['Science Fiction', 'Horror']",['TOHO'],Motoyoshi Oda,"['Hiroshi Koizumi', 'Setsuko Wakayama', 'Minoru Chiaki', 'Takashi Shimura', 'Masao Shimizu', 'Seijirô Onda', 'Sonosuke Sawamura', 'Yoshio Tsuchiya', 'Mayuri Mokushô', 'Minosuke Yamada', 'Yukio Kasama', 'Senkichi Ômura', 'Ren Yamamoto', 'Shin Ôtomo', 'Takeo Oikawa', 'Shôichi Hirose', 'Teruko Mita', 'Haruo Nakajima', 'Katsumi Tezuka', 'Miyoko Hoshino', 'Toku Ihara', 'Takuzō Kumagai', 'Tadao Nakamaru', 'Hideo Shibuya', 'Shigemi Sunagawa', 'Masaaki Tachibana', 'Kôji Uno', 'Shin Yoshida']",800000,1952653,5.886
tt0048182,1955,House of Bamboo,"['Crime', 'Drama']",['20th Century Fox'],Samuel Fuller,"['Robert Ryan', 'Robert Stack', 'Yoshiko Yamaguchi', 'Cameron Mitchell', 'Brad Dexter', 'Sessue Hayakawa', 'Biff Elliot', 'Sandro Giglio', 'Elko Hanabusa', 'John Doucette', 'DeForest Kelley', 'Harry Carey, Jr.', 'Clifford Arashiro', 'Sandy Azeka', 'Barry Coe', 'Fred Dale', 'Shuji J. Nozawa', 'Samuel Fuller', 'Peter Gray', 'Reiko Hayakawa', 'Robert Hosai', 'Kazue Ikeda', 'Kinuko Ann Ito', 'Camille Janclaire', 'Frank Jumagai', 'Robert Kino', 'Frank Kwanaga', 'Richard Loo', 'Jack Maeshiro', 'Harris Matsushige', 'Rollin Moriyama', 'Neyle Morrow', 'Bob Okazaki', 'Robert Quarry', 'Bob Roberts', 'Reiko Sato', 'Teru Shimada', 'May Takasugi', 'Barbara Uchiyamada', 'Everett Weaver']",1380000,1700000,6.3
tt0047577,1955,This Island Earth,"['Science Fiction', 'Adventure']",['Universal Pictures'],Joseph M. Newman,"['Rex Reason', 'Faith Domergue', 'Jeff Morrow', 'Lance Fuller', 'Robert Nichols', 'Russell Johnson', 'Douglas Spencer', 'Richard Deacon', 'Regis Parton', 'Karl Ludwig Lindt', 'Robert B. Williams', 'Coleman Francis']",800000,1700000,6.0
tt0048554,1955,Revenge of the Creature,"['Science Fiction', 'Adventure', 'Horror']","['Universal Pictures', 'Universal International Pictures']",Jack Arnold,"['John Agar', 'Lori Nelson', 'John Bromfield', 'Nestor Paiva', 'Grandon Rhodes', 'Dave Willock', 'Robert B. Williams', 'Charles Cane', 'Loretta Agar', 'Bill Baldwin', 'Jere Beery', 'Ricou Browning', 'Diane DeLaire', 'Mike Doyle', 'Clint Eastwood', 'Jack Gargan', 'Charles Gibb', 'Brett Halsey', 'Don C. Harvey', 'Tom Hennesy', 'Don House', 'Robert F. Hoy', 'Ned Le Fevre', 'Sydney Mason', 'Robert Nelson', 'Patricia Powers', 'Bert Stevens', 'Charles Victor', 'Robert Wehling', 'James R. Wolfe']",0,1100000,5.743
tt0047307,1956,Operation Thunderbolt,"['Adventure', 'Action', 'Thriller']",[],Gérard Sandoz,"['Blanchette Brunoy', 'Célia Cortez', 'Jean-Pierre Kérien', 'Howard Vernon', 'Jacques Charon', 'Jacques Torrens', 'Liliane Ernout', 'Gabriel Sardet', 'Charles Lemontier', 'Gérard Le Faivre', 'Philippe Hersent', 'Marco Villa', 'Paul Azaïs', 'Louise Bazin', 'Béatrix Brunel', 'Danièle Bréhat', 'Jean-Louis Calvet', 'Danielle Dumont', 'Germaine Godefroid', 'Germaine Landa', 'Jean Murat', 'Jean Nosserot', 'Charles Roy', 'Jean Thielment']",5600000,161430514,0.0
tt0049833,1956,The Ten Commandments,"['Drama', 'History']","['Paramount', 'Motion Picture Associates']",Cecil B. DeMille,"['Charlton Heston', 'Yul Brynner', 'Anne Baxter', 'Edward G. Robinson', 'Yvonne De Carlo', 'Debra Paget', 'John Derek', 'Cedric Hardwicke', 'Nina Foch', 'Martha Scott', 'Judith Anderson', 'Vincent Price', 'John Carradine', 'Olive Deering', 'Douglass Dumbrille', 'Frank De Kova', 'Henry Wilcoxon', 'Eduard Franz', 'Donald Curtis', 'Lawrence Dobkin', 'H.B. Warner', 'Julia Faye', 'Lisa Mitchell', 'Noelle Williams', 'Joanna Merlin', 'Pat Richard', 'Joyce van der Veen', 'Diane Hall', 'Abbas El Boughdadly', 'Fraser Clarke Heston', 'John Miljan', 'Francis McDonald', 'Ian Keith', 'Paul De Rolf', 'Woody Strode', 'Tommy Duran', 'Eugene Mazzola', 'Ramsay Hill', 'Joan Woodbury', 'Esther Brown', 'Rushdy Abaza', 'Dorothy Adams', 'Eric Alden', 'E.J. André', 'Babette Bain', 'Baynes Barron', 'Kay Bell', 'Mary Benoit', 'Henry Brandon', 'Robert Carson', 'Bobby Clark', 'Rus Conklin', 'Mike Connors', 'Henry Corden', 'Edna Mae Cooper', 'Kem Dibbs', 'Maude Fealy', 'Mimi Gibson', 'Gavin Gordon', 'Diane Gump', 'Nancy Hale', 'June Jocelyn', 'Richard Kean', 'Gail Kobe', 'Fred Kohler Jr.', 'Kenneth MacDonald', 'Peter Mamakos', 'Irene Martin', 'George Melford', 'John Merton', 'Amena Mohamed', 'Paula Morgan', 'Dorothy Neumann', 'John Parrish', 'Rodd Redwing', 'Addison Richards', 'Keith Richards', 'Hal Sherman', 'Marcoreta Starr', 'Onslow Stevens', 'Clint Walker', 'Amanda Webb', 'Frank Wilcox', 'Jeane Wood', 'Luis Alberni', 'Lillian Albertson', 'Barbara Aler', 'Michael Ansara', 'William Bagdad', 'Lesley-Marie Colburn', 'Fairy Cunningham', 'Kay Hammond', 'Mary Ellen Kay', 'Robert Vaughn', 'Alan Wells', 'Richard Farnsworth', 'Madeleine Taylor Holmes', 'Nico Minardos', 'Arthur Batanides', 'Cecil B. DeMille', 'Ron Nyman', 'Herbert Lytton', 'Emmett Lynn', 'Norman Leavitt', 'Charlotte Knight', 'Rex Ingram', 'Bob Herron', 'John Hart', 'Frank Hagney', 'Paul Wexler']",13000000,122700000,7.749
